cognom;freq1;freq2;fre1i2
PARRALEJO;711;740;53
HORMIGOS;711;685;0
MUIÑA;711;654;5
VOCES;711;650;17
GRIÑO;711;649;0
CARBAJOSA;711;623;0
CAINZOS;711;610;0
VIÑES;710;855;0
ARANDIA;710;699;6
GODINEZ;710;692;0
LONGUEIRA;710;664;0
PICALLO;710;624;0
PEÑALOZA;710;606;6
ASGHAR;710;68;12
LAMATA;709;782;0
JUNCA;709;739;0
BERCIANO;709;732;19
LANDETA;709;714;0
HONTORIA;709;691;0
DE LA OSSA;709;525;5
GHADDARI;709;140;72
BERDEJO;708;828;0
VALLESPIR;708;677;6
BALAÑA;708;655;0
COTA;708;625;0
ALDAO;708;599;5
AMRANI;708;333;5
MEZIANE;708;223;46
KANTE;708;139;26
ARBOLEDAS;707;799;8
MENCHACA;707;785;7
TOBIO;707;755;8
LASALA;707;697;0
LAORDEN;707;656;0
LAREO;707;654;8
LISBONA;707;653;8
GARNES;707;608;13
ORMAECHEA;706;866;0
GESTOSO;706;765;0
CORRECHER;706;729;0
PERTIÑEZ;706;705;13
BAAMONDE;706;694;0
CUARESMA;706;635;11
WEBER;706;251;0
WATSON;706;151;0
DEL MAZO;705;807;8
GUILABERT;705;697;5
PEREDO;705;665;14
CARRETO;705;588;7
COLLINS;705;158;0
DUMITRACHE;705;59;5
RECAREY;704;813;10
GARCINUÑO;704;710;17
SEGURADO;704;678;0
PEREJON;704;676;8
LARRUBIA;704;616;0
ABRAHAM;704;486;0
PARADAS;703;684;10
PONCELA;703;634;0
QUERAL;703;629;5
GALANTE;703;547;11
HANSEN;703;219;0
NICA;703;60;5
PALMEIRO;702;796;12
GANDUL;702;697;0
RODAL;702;651;8
YERA;702;648;5
PONZ;702;603;0
DAMASO;701;786;0
RATON;701;773;21
SAMPERIO;701;737;18
POLEY;701;726;0
MONZONIS;701;719;0
MAGARIÑO;701;715;0
DIOSDADO;701;671;0
YUNTA;701;649;7
MELIS;701;603;5
CHANG;701;499;0
BABA;701;281;10
MEILAN;700;735;0
OLASO;700;703;0
CALADO;700;686;0
COLELL;700;677;0
VADELL;700;635;0
LACASTA;700;628;0
ZEROUAL;700;193;10
REGADERA;699;769;9
ECHENIQUE;699;761;7
LACAL;699;737;0
BORDALLO;699;732;0
CALDES;699;692;0
CORRES;699;684;7
ORS;699;667;0
LATRE;699;650;8
CARRON;699;634;11
VALLVE;699;631;0
GUINART;699;622;0
CAMI;699;619;6
PIQUERES;698;680;0
LOMINCHAR;698;628;19
DE LA CUEVA;698;617;8
TORES;698;614;17
POVES;697;784;0
CUGAT;697;741;8
TOMILLO;697;733;0
RIVADENEIRA;697;716;13
ARQUE;697;688;0
MOLLEDA;697;635;0
ABEL;697;573;0
COLMAN;696;693;10
REBOLO;696;663;0
PEÑALOSA;696;662;0
TELLA;696;657;0
MILLARES;696;652;0
BATRES;696;636;0
TRALLERO;696;618;0
LIBRERO;695;754;8
LUCEÑO;695;727;6
ARTIAGA;695;687;6
BERRIOS;695;616;8
SIMOES;695;615;0
MALONDA;695;606;0
CIMADEVILLA;695;600;18
ELOLA;695;567;5
BARDERA;694;786;39
LLOMBART;694;771;6
MACIEL;694;741;9
GUANCHE;694;689;10
URTEAGA;694;645;6
ANSON;694;633;7
COYA;694;617;0
VALIN;694;598;0
AMARILLO;694;579;6
BOURAS;694;192;12
MORRIS;694;158;0
WADE;694;131;0
NOREÑA;693;709;5
VILLAMIZAR;693;705;13
BARBADILLO;693;701;7
RODELGO;693;665;0
SALCINES;693;659;0
BERNALDO DE QUIROS;693;591;0
ANWAR;693;77;0
ORDEN;692;796;31
AZANZA;692;694;7
FADRIQUE;692;671;0
CIORDIA;692;645;0
TAFALLA;692;641;0
DEL ESTAL;692;635;21
ALONZO;692;632;8
JENSEN;692;247;0
NATERA;691;681;0
BORRELLA;691;637;0
LOREDO;691;631;0
ROSCO;691;600;16
GHITA;691;50;0
SENOSIAIN;690;785;0
REHMAN;690;81;5
CAMAS;689;783;6
ASO;689;730;6
VITAL;689;726;0
OLEAGA;689;703;0
TRILLES;689;701;8
MANCISIDOR;689;699;5
TIO;689;698;0
MAJO;689;666;0
LECHA;689;653;0
TORCAL;689;652;0
LANDIN;689;637;10
PELETEIRO;689;624;0
DRISSI;689;174;12
RACHDI;689;123;8
PERMUY;688;737;0
COSGAYA;688;691;15
ANEAS;688;676;6
SARDIÑA;688;660;0
PROVENCIO;688;646;8
LEZAMA;688;587;0
FRANQUET;688;557;0
ANTUNES;688;546;0
DE LOS ANGELES;687;745;8
ATANES;687;677;23
CABARCOS;687;674;9
DEL RINCON;687;652;0
CASAMITJANA;687;616;0
MESIAS;687;615;6
PILLADO;687;601;9
SONEIRA;686;650;10
JAVEGA;686;623;0
MOLINUEVO;686;619;0
BERGADA;686;589;0
CIPRIAN;685;816;17
PANDURO;685;699;5
CAROU;685;643;7
SHAW;685;218;0
TAHRI;685;186;6
TERRADILLOS;684;771;7
TRINCADO;684;763;0
ISIDORO;684;740;5
CIRUELOS;684;705;7
HERREZUELO;684;675;0
VALLET;684;633;5
PARODI;684;609;0
MIERES;684;575;13
VICTOR;684;498;6
MOCHALES;683;711;5
BIEL;683;657;8
BORRAZ;683;643;0
LIS;683;571;0
ALLAOUI;683;154;0
MANOLE;683;74;7
HERRERIA;682;855;0
REBULL;682;770;5
URQUIA;682;746;0
MAÑA;682;729;0
MEZCUA;682;647;0
ROSSO;682;598;8
HAMZA;682;117;7
PASCU;682;50;5
BALASTEGUI;681;689;0
VIU;681;657;0
BAZA;681;652;7
DOSIL;681;552;7
MAZUECOS;680;717;0
BLANCAS;680;690;0
MONSERRATE;680;676;0
GODIA;680;644;24
BANUS;680;642;9
TEMIÑO;680;631;7
GAMONAL;680;619;0
BOYER;680;595;0
SALMI;680;252;15
DAHBI;680;218;8
CAMPBELL;680;156;0
CALIXTO;679;713;5
ARBONES;679;685;0
BARGUES;679;680;0
CUCARELLA;679;642;0
BACHIR;679;590;12
HARRISON;679;98;0
ESPUNY;678;742;7
CASTILLON;678;740;13
MAÑERO;678;720;12
VICUÑA;678;711;0
MARIÑAS;678;706;6
NEGRILLO;678;706;0
MALLADA;678;701;7
LOYOLA;678;699;0
DE MORA;678;694;0
SILVERIO;678;688;13
CAMEJO;678;682;0
LATASA;678;596;6
FORCEN;678;591;5
BASSA;678;519;0
BO;677;740;0
ARNAEZ;677;708;0
SEJAS;677;705;5
LAGOA;677;638;0
ZULOAGA;677;627;0
MORATINOS;677;613;0
TAIBI;677;234;5
PIRVU;677;60;6
MOURIZ;676;717;16
FEIXAS;676;689;8
UBIERNA;676;676;21
COROMINA;676;621;0
ATANASOV;676;448;41
AKRAM;676;84;0
LIMIA;675;732;7
MUGA;675;728;0
CASTAÑARES;675;684;13
FEBRERO;675;666;0
CABEZA DE VACA;675;654;7
IBARZABAL;675;633;0
TURIEL;675;605;18
ARNANZ;675;590;0
CACHINERO;674;783;21
BOLUFER;674;759;0
AMPUERO;674;696;6
ARIJA;674;678;9
OLABARRIETA;674;676;15
MANCHO;674;636;6
SUAY;674;608;7
MORGADE;674;599;5
LAYA;673;658;6
VIDIELLA;673;655;0
SERRES;673;653;11
REMENTERIA;673;632;0
VIÑUELAS;673;630;11
COUSILLAS;673;627;17
BASABE;673;565;0
SAUMELL;672;676;0
RABAGO;672;650;0
WONG;672;408;5
MANSOUR;672;258;18
QUINTA;671;743;5
MALVAR;671;689;0
BADAL;671;684;0
FARRAIS;671;682;34
TOBALINA;671;659;0
SERVER;671;595;8
MORRAL;671;578;0
CARBALLAR;671;564;6
CANTALLOPS;670;735;8
AGUEDA;670;667;20
CONEJOS;670;646;0
GOMEZ DE SEGURA;670;643;0
FLORENTIN;670;642;16
PADRINO;670;596;0
ARDELEAN;670;56;8
CANUT;669;704;0
VIÑOLAS;669;682;0
OUTON;669;675;0
MOLERA;669;667;0
TIPAN;669;631;17
BELIZON;669;609;0
BARA;669;516;5
MANE;669;225;7
ARZOLA;668;682;79
SOLAS;668;674;0
TUERO;668;648;15
MORAZA;668;641;0
ECHEVESTE;667;798;5
AREA;667;731;21
VALERIANO;667;637;7
HORNO;667;629;0
BROCH;667;601;0
VALDERREY;667;589;8
NOVELL;666;712;0
OZORES;666;704;6
MASCARAQUE;666;694;19
MARTELL;666;690;0
COLLAGUAZO;666;675;30
GUDIÑO;666;651;0
COSO;666;637;0
DE PAULA;666;613;8
ARTIEDA;665;744;0
MEMBRIVE;665;687;12
MADURGA;665;650;0
MORROS;665;649;0
BERBEGAL;665;627;6
ELGUEZABAL;665;589;0
DEL PALACIO;665;588;0
ADAMS;665;180;8
VILLODRE;664;679;0
VELOZ;664;663;8
DE LA VARGA;664;626;8
ABOY;664;506;5
BAGUR;663;676;17
ASTASIO;663;671;12
ZUBIAURRE;663;670;0
LOSCOS;663;656;0
CARRETON;663;616;7
VISA;663;616;0
ECHARTE;663;573;0
CHAIRI;663;445;36
RETAMAR;662;743;5
ESPIÑO;662;739;10
OSTOLAZA;662;717;7
MATALLANA;662;707;0
COBA;662;700;9
RANCAÑO;662;694;6
BURGOA;662;664;0
OTAEGUI;662;661;12
ALMOGUERA;662;621;0
MATIA;662;575;6
GARNACHO;662;561;5
SUSIN;662;546;0
EL ALLALI;662;195;6
AGUERRI;661;696;0
PORRERO;661;661;17
CASALES;661;652;8
JARANA;661;636;0
SALVANS;661;627;0
HOYA;661;568;0
TUGORES;661;536;0
EL MOUDEN;661;233;28
ORIOLA;660;654;5
TUTUSAUS;660;647;7
VILLOTA;660;636;10
PANES;660;595;0
CAJAL;660;554;0
MERCE;660;540;0
EL HASSANI;660;267;7
RETUERTO;659;788;0
NALDA;659;703;0
REINALDO;659;702;0
BOLINCHES;659;697;5
LLACH;659;695;0
RAIGON;659;686;0
URTIAGA;659;678;0
UÑA;659;673;17
CAEIRO;659;650;5
DIAZ GUERRA;659;631;6
INCERA;659;591;0
BOUZADA;659;574;10
ANDRE;659;565;5
MORAGAS;658;700;0
TRIÑANES;658;650;19
SAN JULIAN;658;640;0
ASOREY;658;630;5
BERDASCO;658;623;6
NAVIDAD;658;605;7
BENSAID;658;231;8
EL KADDOURI;658;229;14
ALAM;658;75;9
TERRIZA;657;718;5
BUDIA;657;707;0
ZEPEDA;657;651;17
BENITES;657;644;6
ALDECOA;657;632;0
QUEREDA;657;547;0
MIGUELES;657;480;0
AZCUE;656;724;6
RIVEIRA;656;667;6
GALINDEZ;656;658;0
URDANETA;656;602;24
CORCOBADO;656;586;0
BOADO;656;533;0
ARDID;656;516;0
DE ARAUJO;655;929;12
JUMBO;655;707;22
GAMON;655;699;0
SAL;655;695;12
TARDON;655;664;5
VENTAS;655;641;5
PEGO;655;637;12
ALFONSIN;655;509;7
DIMA;655;74;0
CHUST;654;721;0
ALABARCE;654;660;0
ACIEN;654;651;7
JARDI;654;603;0
ERDOZAIN;654;577;0
PEDRAZ;654;576;6
OROS;654;411;0
LAHLOU;654;138;11
AGRAZ;653;709;16
PRIM;653;658;8
MARRODAN;653;657;0
MIJARES;653;656;8
DEVIS;653;635;8
POQUET;653;609;9
MARTIN ALBO;653;568;8
BRAGA;652;744;7
SANTO;652;710;0
CARABANTES;652;691;0
MINGUELA;652;636;0
ALZAGA;652;608;0
CENTELLAS;652;603;0
MERENCIANO;652;545;5
POPOVICI;652;66;5
LECINA;651;657;15
RIENDA;651;638;0
PENELLA;651;630;0
ISERTE;651;622;10
SAN ANTONIO;651;616;0
ZULETA;651;614;6
OLIETE;651;614;5
ARGUEDAS;651;612;0
RODEIRO;651;604;0
NOBLE;651;439;0
FATIMA;651;140;0
RICARDO;650;758;5
VIRTO;650;637;6
JOU;650;608;0
PUIGCERVER;650;602;0
OGALLA;650;526;0
IBRAHIMI;650;208;9
LLORT;649;686;0
RIOL;649;665;5
MORELLO;649;600;0
AFAN;649;485;0
VILLATE;648;724;0
OTAOLA;648;634;9
GUDE;648;630;7
PECIÑA;648;608;0
CHANGO;648;599;22
FAROOQ;648;61;9
MEDIERO;647;741;0
MIRAMONTES;647;696;0
ROSO;647;665;0
MORAÑO;647;660;0
ARRAZOLA;647;630;8
SOGORB;647;621;0
CALOMARDE;647;596;0
BEZANILLA;647;588;6
KOUSAR;647;539;0
SENABRE;647;537;0
OLTEAN;647;56;0
ECHEBARRIA;646;755;18
BORRACHERO;646;755;7
ZUBIRI;646;693;6
SANAGUSTIN;646;659;0
GANDARILLAS;646;606;6
UREBA;646;582;0
REGAL;646;561;0
NASTASE;646;74;16
IGNAT;646;46;0
SEDA;645;662;6
BRACERO;645;655;0
ELORDUY;645;654;0
PIERNAS;645;643;5
ZAFRILLA;645;635;5
MATITO;645;616;6
ESTEFANIA;645;597;0
BORISOVA;645;354;8
EL ALAOUI;645;229;7
KHALIL;645;221;6
DE LA RICA;644;685;5
AGEITOS;644;666;14
TORRALVO;644;658;0
DIGON;644;647;10
ROSICH;644;647;0
AMPUDIA;644;637;9
ATALAYA;644;630;0
MOCHON;644;626;0
OTAÑO;644;620;0
FREIXES;644;601;5
LAZA;644;547;6
HERMAN;644;489;0
OLAVE;643;772;0
CORONAS;643;720;0
MARTIARENA;643;586;10
SALLENT;643;568;0
ALPUENTE;642;687;5
AMEZ;642;654;5
BROTO;642;653;7
ADEVA;642;611;0
MORADO;642;607;0
ÑIGUEZ;642;591;0
BARES;642;587;13
TAVAREZ;642;585;17
BRAU;642;555;0
PECERO;642;536;9
LACHHAB;642;164;6
GUIRAL;641;660;0
BONETE;641;641;5
HUERTOS;641;631;0
MAYAYO;641;599;0
SALORT;641;575;7
LEGUIZAMON;641;505;6
PHILLIPS;641;130;0
BRANDARIZ;640;598;0
EVORA;640;576;8
BONAL;640;549;0
GURRUTXAGA;640;447;5
MICU;640;65;0
COLQUE;639;699;0
ARECES;639;693;10
ALARCOS;639;667;0
CAREAGA;639;643;0
LOGROÑO;639;640;7
GOMBAU;639;624;0
ORUS;639;609;0
GIRBAU;639;570;0
INAREJOS;639;536;19
VALENTE;639;424;7
PINCAY;638;703;6
ARENAZA;638;646;0
SEGUIN;638;628;7
MONAGO;638;618;17
EL OUARDI;638;169;21
NDOYE;638;124;13
FONTAO;637;725;0
FONDEVILA;637;684;9
LAMBEA;637;633;0
YELO;637;612;16
ESTANY;637;586;6
CULLELL;637;583;14
STITOU;637;262;10
CASADEMONT;636;665;0
DOYA;636;659;86
ADAMES;636;622;6
CERREDUELA;636;617;54
FOLGAR;636;602;0
CANEIRO;636;598;13
MORANDEIRA;636;589;10
EL GHAZI;636;227;8
CANSADO;635;733;0
CALVELO;635;711;6
ESPUÑA;635;692;5
PEÑUELAS;635;655;22
AROSA;635;621;5
VENERO;635;616;0
COIRA;635;581;0
BACALLADO;634;725;17
SAGASTI;634;676;0
GRIMALDOS;634;639;0
MONTALVAN;634;624;6
ANES;634;611;0
DE HOYOS;634;598;0
USO;634;573;0
CARDABA;634;567;0
ESCOBOSA;634;555;0
OSETE;633;715;0
BARCINA;633;638;12
LIEBANAS;633;615;0
GATELL;633;570;0
ZAERA;633;568;0
SENOVILLA;633;556;6
PRUNA;633;440;0
WAGNER;633;301;0
EL MAIMOUNI;633;287;77
OUCHEN;633;206;13
NIKOLAEV;633;116;0
DE LA FE;632;704;22
BUGARIN;632;679;6
PEDROL;632;660;0
VILARRASA;632;636;0
BORREDA;632;592;0
TOBON;632;569;8
ANDION;631;654;0
ELIPE;631;649;12
AVECILLA;631;609;0
CAZALLAS;631;603;15
BARBUDO;631;597;0
NAVACERRADA;631;580;16
ANGUIS;631;540;6
CHASCO;630;789;8
SILGADO;630;763;0
PECINO;630;699;0
ESPARTERO;630;641;13
DEUS;630;585;6
SILVERO;630;580;0
GRAMAGE;630;567;0
ESTIVILL;630;525;0
JUSTEL;629;682;42
TOBARRA;629;664;9
BORDERA;629;658;0
MARRUFO;629;619;0
AYESA;629;570;5
CELI;629;561;18
SANMARTI;629;536;0
JORRIN;629;482;0
GOROSPE;629;452;0
ASENOVA;629;419;24
DE MARIA;629;416;0
MOUSSA;629;226;6
TREJOS;628;710;24
BASALO;628;693;0
SALCES;628;633;0
CEDRON;628;552;0
URIEL;628;542;0
VIEITO;628;530;13
TARIQ;628;73;5
HORRACH;627;683;0
CORVILLO;627;675;0
AUSINA;627;671;9
PEDROSO;627;637;0
ABOS;627;624;0
COGOLLOS;627;559;5
SADIKI;627;166;22
CORONILLA;626;623;0
ROZADA;626;612;0
ORDIALES;626;601;0
URDANGARIN;626;568;0
BOSQUET;626;563;0
FANG;626;51;0
CASTUERA;625;642;0
VEIRAS;625;632;9
DE SOTO;625;618;0
CACABELOS;625;603;6
CANABAL;625;596;0
LABRADO;625;589;0
DE PACO;625;568;12
FURONES;625;546;24
TORRELLES;625;519;5
JOHN;625;271;17
LIANG;625;53;0
MALMIERCA;624;666;5
LACARCEL;624;645;9
ANTOLINEZ;624;643;0
AMEIJEIRAS;624;642;0
BARREIROS;624;638;8
BALANZA;624;626;0
TORREGO;624;607;0
DE JULIAN;624;594;6
BERNAOLA;624;543;0
GAS;624;543;0
BERTO;624;521;0
MARURI;624;518;0
ALAOUI;624;344;7
BECKER;624;253;0
AYNAOU;624;158;60
LANTIGUA;623;726;19
RUIZ DIAZ;623;644;8
URIOS;623;627;0
RESCALVO;623;624;0
CELESTINO;623;623;5
ALEU;623;615;0
NASSIRI;623;181;18
APOSTOL;623;89;7
RANCEL;622;748;11
SALTOS;622;747;0
MEMBRADO;622;691;0
BIZARRO;622;660;10
MUGUERZA;622;657;0
LIZAN;622;631;0
VILLAFUERTE;622;620;9
CHOCARRO;622;600;8
SANCLEMENTE;622;569;6
RICARTE;622;550;5
PIFARRE;622;516;0
BELEN;621;760;11
OCEJO;621;662;6
SARALEGUI;621;655;0
LLAGUNO;621;624;5
JASO;621;567;6
AZAGRA;621;562;0
OCIO;621;533;0
CHAN;621;385;8
ORDAX;620;697;20
LLITERAS;620;684;6
FAGUNDEZ;620;682;31
ORTUZAR;620;676;5
CAYERO;620;625;7
JUARROS;620;621;8
VALLEDOR;620;611;0
CARRETE;620;606;0
ZARZUELO;620;602;0
TORNOS;620;596;7
MEIS;620;592;0
CALER;620;573;11
ARANCE;620;556;0
BISQUERT;620;540;10
PONFERRADA;620;527;0
SOUTULLO;620;527;0
PROS;620;504;0
YUGUEROS;620;495;18
ASIF;620;51;0
DEL PESO;619;710;8
ALHAMA;619;647;0
DE ABREU;619;616;12
OLALDE;619;589;0
FONCUBIERTA;619;576;0
PANEQUE;619;527;0
RIZZO;619;398;0
EL YAHYAOUI;619;178;0
FATHI;619;161;12
MIHAILA;619;56;7
DE CARVALHO;618;1036;5
BARBARA;618;684;5
DOBON;618;674;6
AMBRONA;618;640;0
MONDELO;618;622;28
BARAZA;618;585;5
NACARINO;618;579;0
HARRAK;618;311;25
CAVIA;617;622;9
BASTARDO;617;592;0
GOTOR;617;571;15
MOLEON;617;545;0
VERDERA;617;524;8
TURRO;617;518;0
GEREZ;617;512;5
BOTAS;617;479;0
AZIZI;617;189;16
DUMITRASCU;617;67;0
MAGADAN;616;738;23
ALARCIA;616;691;16
SOS;616;639;0
APELLANIZ;616;613;8
BONFILL;616;613;0
BALERDI;616;595;0
PONSA;616;568;0
BELDARRAIN;616;557;0
PRIVADO;616;557;0
BASSAS;616;550;0
PETCU;616;49;5
REÑE;615;647;9
ALCARRIA;615;635;9
GORGOJO;615;634;14
MERODIO;615;626;12
JARQUIN;615;608;24
HOMAR;615;589;5
LAZKANO;615;513;8
BAÑARES;614;710;0
VEIRA;614;677;0
LLORIA;614;667;5
ARROYAVE;614;607;8
REVIEJO;614;595;13
FALLA;614;567;0
LOMA;614;564;0
DE LOS MOZOS;614;562;0
SABINO;614;558;0
LENCINA;614;530;10
EL AOUNI;614;110;17
AMARAL;613;609;7
MORIS;613;595;0
HOLGUERA;613;592;8
PARDINES;613;556;0
BAIGES;613;545;5
OTEROS;613;540;8
DE LA O;613;527;0
TOROSIO;613;515;29
GAYAN;612;656;5
BRION;612;652;23
CHORDA;612;607;0
HUERGO;612;596;0
COLCHERO;612;568;0
ROLO;612;547;10
ALDAZABAL;612;541;9
JORQUES;612;528;12
HERMOSIN;612;520;0
MAGANTO;612;513;7
PLUMED;611;627;22
OMS;611;605;0
CODESIDO;611;599;0
ORTIZ DE URBINA;611;574;0
OJER;611;480;6
EL HADDOUCHI;611;205;18
SAVU;611;60;5
BOTIJA;610;623;16
BOIRA;610;617;0
ARJONILLA;610;594;0
CIRIZA;610;573;0
HENCHE;610;570;0
REGUILON;610;538;0
BARAGAÑO;610;517;5
RIFA;609;694;0
UGARTEMENDIA;609;672;6
ARMENTA;609;600;5
SACRAMENTO;609;556;0
PALA;609;525;0
BASTERRETXEA;609;462;8
BOUZID;609;287;11
PARK;609;180;0
NARCISO;608;680;11
IRAZUSTA;608;659;8
RIOBOO;608;632;0
JABALERA;608;617;0
BUDIÑO;608;598;0
VILABOA;608;595;0
MACHI;608;510;11
KANDE;608;76;6
RADULESCU;608;58;0
SAUCEDA;607;729;0
GAITERO;607;699;0
FORNAS;607;651;0
CODESAL;607;649;27
PAGADOR;607;628;7
GALBAN;607;625;0
VELAZ;607;623;14
BONACHERA;607;619;0
GRADOS;607;610;0
FLETA;607;585;0
HENS;607;582;9
GOZALVEZ;607;567;0
TALAVAN;607;562;11
TURMO;607;560;0
IDIGORAS;607;538;0
AURREKOETXEA;607;446;8
ASENOV;607;404;32
TOUNKARA;607;125;18
FONFRIA;606;647;0
MANTERO;606;632;0
GOROSTIDI;606;591;0
ERICE;606;561;0
BALADRON;606;542;5
HENAREJOS;606;525;0
BIURRUN;606;491;0
COOK;606;98;0
OREJON;605;692;0
CUBEL;605;675;10
IRIBAR;605;662;5
LADERO;605;622;11
PLEITE;605;615;0
SEQUEIROS;605;589;0
LANDALUCE;605;585;0
PAMPLIEGA;604;665;16
INVERNON;604;665;0
ZARZO;604;660;0
EGUIGUREN;604;656;0
ORBE;604;631;0
VILLAGOMEZ;604;538;0
HIRALDO;604;521;14
LEVY;604;363;11
BERGAS;603;638;20
ZOMEÑO;603;627;5
AREAN;603;613;0
ARRAIZA;603;580;0
LONGAS;603;560;5
SIFRE;603;515;0
ALBISU;603;477;0
LUBIAN;602;564;11
ASIAIN;602;517;0
MOGA;602;262;5
BENNETT;602;107;0
STEWART;602;95;0
TURNES;601;728;11
DIANEZ;601;632;0
ROL;601;629;15
AYO;601;589;8
CIPRES;601;589;0
APRAIZ;601;557;0
BUITRON;601;552;0
BASSOLS;601;537;0
ESCOT;601;507;0
AYAD;601;305;0
SANTA MARIA;600;724;7
RIGAU;600;667;6
ZAPIRAIN;600;624;0
LLONCH;600;600;0
MILANES;600;571;0
LOIRA;600;565;6
NOBOA;600;545;23
DE LA VILLA;600;543;9
COLET;600;523;0
CANILLAS;600;497;0
SALAH;600;438;6
ABDUL;600;88;6
XUE;600;30;0
TRASOBARES;599;712;40
LEOZ;599;636;8
GABARDA;599;630;0
GOLPE;599;613;10
AUNION;599;610;0
DOBARRO;599;609;6
TORRELLA;599;582;0
BAGUE;599;578;0
ACEVES;599;573;0
MARCUELLO;599;517;0
ALKORTA;599;473;0
PECELLIN;598;598;0
LATA;598;578;0
HERRADON;598;570;12
LEIROS;598;561;0
FRECHILLA;598;516;6
ARUMI;598;504;0
ACEBRON;597;626;0
MOSQUEDA;597;573;0
RAUSELL;597;554;8
RETUERTA;597;517;0
DEAN;597;391;0
ADSUAR;596;681;0
FUERTE;596;640;0
EPELDE;596;610;12
MELLINAS;596;546;0
BALIBREA;596;545;0
CUNILLERA;596;538;0
BUEDO;596;532;5
SHEN;596;57;0
ZURBANO;595;622;6
HOZ;595;589;9
OYOLA;595;564;7
HOCES;595;554;9
IMEDIO;595;540;6
ALVIRA;595;515;0
MICHEL;595;440;0
JOSEPH;595;306;6
EL HADRI;595;244;35
BASHIR;595;157;6
GRAY;595;132;0
ALVENTOSA;594;593;11
TEIJIDO;594;592;10
ARRATE;594;582;10
MASSOT;594;582;0
JAMARDO;594;562;7
PASCAL;594;394;5
BOULAICH;594;221;53
HUAMANI;593;650;10
CARDADOR;593;589;0
VALLESPI;593;588;0
GALO;593;571;5
LOMEÑA;593;555;0
MANJARRES;593;548;10
AGUIRREZABAL;593;546;0
PARTAL;593;544;0
RAMAS;593;498;10
GHAILAN;593;352;63
YEBOAH;593;106;6
HUANCA;592;728;0
AGUAS;592;612;0
FREIJE;592;610;8
FARELO;592;607;0
SARDINA;592;583;0
TREPAT;592;572;0
CASADESUS;592;544;0
BRATU;592;53;5
PIEDRAS;591;642;5
CALAF;591;626;0
CHILLARON;591;597;0
MANJAVACAS;591;588;0
RIVA;591;566;0
SALAMERO;591;539;0
LAJARIN;591;520;0
ABANADES;591;507;37
PAIVA;590;623;5
ZAMANILLO;590;595;21
DORCA;590;585;0
MATOSES;590;565;7
CEBALLO;590;562;0
GERVILLA;590;561;8
CUSCO;590;542;0
CAÑAMARES;590;541;0
SADA;590;516;0
RIDRUEJO;590;490;14
SALVIA;590;451;0
SZABO;590;117;0
NETO;589;898;5
BAIZAN;589;783;16
PARCERO;589;662;13
FANO;589;644;0
ORVIZ;589;604;5
MANZORRO;589;582;0
ROURE;589;555;5
TUÑAS;589;540;8
GISMERO;589;530;6
SEVERINO;589;528;24
FITE;589;490;0
MONTANO;588;643;7
LARDIES;588;618;7
TORRIJO;588;614;8
LLAMOSAS;588;563;5
VALERON;588;552;5
PIJOAN;588;546;0
BEN AMAR;588;207;9
NICULAE;588;41;0
IRURETAGOYENA;587;670;0
CANTELI;587;611;12
CANUDAS;587;591;5
CACHEIRO;587;590;13
BOUZO;587;582;0
ESCANCIANO;587;526;16
CAÑUELO;587;499;5
PETKOVA;587;397;21
FAN;587;48;0
PEDROLA;586;622;0
ARENA;586;613;6
CEBOLLERO;586;580;14
LAMADRID;586;562;0
GANFORNINA;586;485;0
ITURRI;585;731;5
OUTEDA;585;664;0
BUJALDON;585;580;7
SANCHEZ CAMACHO;585;555;9
JODRA;585;549;0
TIJERAS;585;515;0
SERRALVO;585;472;13
COVACI;585;47;0
TAVERA;584;657;0
PERALVAREZ;584;631;0
SALAN;584;615;11
SALCEDA;584;586;9
UCETA;584;555;6
ESTARELLAS;584;547;8
BORBOLLA;584;534;14
VAELLO;584;534;0
INCLAN;584;509;0
RAMDANI;584;152;6
KEBE;584;110;16
CANCELAS;583;647;12
CUETOS;583;639;18
ZEBALLOS;583;607;0
CARDENETE;583;561;0
SADURNI;583;549;0
GIBAJA;583;536;0
SARRO;583;526;0
NDAO;583;98;15
LAMANA;582;597;0
FONTE;582;574;0
TILVE;582;562;8
BENZAL;582;530;0
MACEDA;582;528;0
MATEUS;582;524;0
BRITOS;582;510;6
CUBEROS;582;453;0
ZAMAN;582;72;11
CICUENDEZ;581;623;6
MORATE;581;619;0
GONDAR;581;600;0
AZUARA;581;579;5
CUERO;581;571;13
ARBUES;581;500;12
VIOLERO;581;458;0
LAIÑO;581;445;16
EL ABBASSI;581;185;5
YOUSFI;581;174;8
BALDOVI;580;669;0
OSORNO;580;603;0
ATANCE;580;595;0
PERRINO;580;565;13
AJURIA;580;561;0
BANDE;580;558;12
HONORATO;580;538;0
RANERA;580;536;24
VIZCARRO;580;525;0
PLANELL;580;488;0
GRANDES;580;455;0
NADEEM;580;51;0
TURCU;580;39;5
CEBADA;579;654;0
CORDONES;579;620;0
VESGA;579;604;9
PUIGDOMENECH;579;577;0
ALBENDEA;579;563;0
ESBRI;579;514;0
GRAUPERA;579;481;7
JUZGADO;579;451;9
TUDORACHE;579;45;0
LA TORRE;578;739;5
ALCUDIA;578;670;5
BAIDEZ;578;649;0
VIDARTE;578;625;5
ESQUERDO;578;585;11
FONTCUBERTA;578;584;0
EIZMENDI;578;573;0
